código_estación;nombre_estación;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18
101;Plaza de Castilla;1.123.321;1.120.358;1.147.774;1.179.201;1.144.453;1.142.164;1.032.044;735.194;1.095.426;1.274.350;1.195.137;1.090.085
102;Valdeacederas;238.797;237.988;246.593;251.229;255.575;255.468;204.188;129.361;187.294;233.357;241.787;229.695
103;Tetuán;308.282;305.067;316.884;321.021;316.826;274.919;236.906;192.497;291.387;329.791;315.603;302.474
104;Estrecho;426.795;428.272;438.848;453.194;454.754;439.333;404.909;279.938;397.407;470.253;453.082;425.942
105;Alvarado;172.216;169.953;178.779;180.140;181.478;176.036;158.533;113.886;156.767;184.835;180.642;178.407
106;Cuatro Caminos;602.636;605.678;617.464;626.230;625.571;596.299;510.990;370.798;566.602;674.510;647.179;612.131
107;Ríos Rosas;193.587;203.472;207.451;211.654;207.395;199.232;167.459;97.586;186.100;230.653;217.684;189.302
108;Iglesia;305.476;305.508;307.339;317.930;316.461;307.138;255.096;146.943;269.204;337.243;326.527;288.281
109;Bilbao;420.681;421.263;431.081;429.457;414.333;396.562;343.261;222.009;367.000;443.973;434.891;406.452
110;Tribunal;458.811;456.895;477.065;486.073;468.592;444.864;394.386;278.759;469.312;556.375;538.403;537.426
111;Gran Vía;590.676;547.243;611.281;596.123;585.249;574.875;567.195;274.979;0;0;0;0
112;Sol;1.920.337;1.821.272;1.965.969;1.959.695;2.009.055;1.901.463;1.767.226;1.275.793;1.964.416;2.278.149;2.320.683;2.536.405
113;Tirso de Molina;310.204;317.741;341.914;343.906;344.523;323.296;290.880;211.865;305.929;370.062;360.972;357.406
114;Antón Martín;242.279;249.673;275.444;267.964;258.824;246.086;213.290;148.209;213.456;260.794;253.994;245.066
115;Estación del Arte;205.740;223.909;251.124;253.011;244.611;225.269;220.820;171.697;217.079;249.974;237.308;230.779
116;Atocha-Renfe;726.502;725.960;768.600;791.720;790.185;761.188;715.321;541.494;720.325;815.943;779.822;738.399
117;Menéndez Pelayo;192.949;193.918;196.324;203.204;203.583;193.337;158.438;102.425;175.076;216.358;206.223;190.388
118;Pacífico;415.544;411.144;422.545;437.991;438.142;424.191;366.505;270.717;393.899;467.892;451.485;420.375
119;Puente de Vallecas;319.966;311.975;334.546;340.115;349.720;342.437;316.115;250.259;317.932;361.948;353.349;353.901
120;Nueva Numancia;318.899;309.549;328.494;333.337;343.228;333.618;305.939;244.760;313.043;362.610;352.756;357.037
121;Portazgo;189.721;184.215;191.813;200.411;202.473;189.343;173.262;133.832;179.076;206.932;204.431;217.823
122;Buenos Aires;136.322;129.414;135.210;138.745;138.095;134.956;123.024;94.069;131.104;150.490;147.553;154.789
123;Alto del Arenal;167.787;159.071;169.181;169.779;172.617;166.580;152.713;123.312;157.124;180.920;175.434;178.424
124;Miguel Hernández;188.780;182.156;191.805;195.781;199.146;191.178;173.477;137.845;179.730;205.625;199.828;198.736
125;Sierra de Guadalupe;210.275;207.118;212.070;215.582;217.352;208.766;189.407;149.529;207.471;241.440;230.166;214.929
126;Villa de Vallecas;138.941;133.650;139.083;144.215;149.068;143.613;126.874;98.950;145.229;157.417;151.948;152.954
127;Congosto;117.596;112.799;115.684;119.039;122.144;118.513;102.231;76.311;113.285;131.755;126.456;120.966
128;La Gavia;92.042;88.395;90.145;93.610;94.300;92.693;78.534;58.224;86.462;104.044;98.585;94.280
129;Las Suertes;161.515;144.727;153.247;150.538;153.269;153.487;143.563;114.240;152.807;170.462;167.495;176.867
130;Valdecarros;59.875;58.494;60.551;61.782;63.079;63.052;57.638;44.036;61.443;71.282;67.932;67.469
151;Chamartín;543.675;544.043;542.057;560.600;559.803;549.844;503.604;381.408;532.957;616.670;579.726;512.170
152;Bambú;98.659;102.271;100.485;104.699;102.049;101.973;90.659;59.252;93.305;112.430;105.308;88.037
153;Pinar de Chamartín;356.202;358.745;355.336;369.139;364.398;355.787;302.024;192.765;329.676;397.355;374.856;344.751
201;Ventas;235.614;234.061;245.581;270.045;378.225;294.224;212.025;148.082;245.973;286.447;252.126;245.058
202;Manuel Becerra;388.547;376.877;377.083;401.096;404.141;387.602;331.603;216.288;365.006;441.380;413.869;370.259
203;Goya;611.570;552.100;559.238;570.724;572.954;560.404;489.847;288.238;491.165;591.338;594.272;615.162
204;Príncipe de Vergara;189.160;185.057;190.476;192.434;196.201;196.264;161.665;70.629;171.444;207.028;200.230;194.696
205;Retiro;185.978;192.543;188.420;219.159;259.901;267.616;225.165;116.807;219.029;216.926;200.659;211.614
206;Banco de España;276.498;280.417;312.084;329.332;351.972;335.126;287.273;0;286.131;365.758;360.339;383.195
207;Sevilla;130.418;131.978;149.067;98.475;0;0;0;0;0;0;0;0
209;Ópera;481.527;457.381;507.378;502.653;515.384;477.598;443.494;327.405;459.676;527.354;542.150;689.915
210;Santo Domingo;137.135;135.802;146.585;139.854;141.450;132.575;121.994;71.846;131.255;158.969;159.950;167.700
211;Noviciado;165.551;172.205;180.696;182.152;181.158;166.780;140.852;88.956;158.964;196.515;185.963;169.170
212;San Bernardo;243.769;249.897;249.145;254.195;247.336;234.009;198.883;130.991;225.891;272.528;258.234;224.736
213;Quevedo;252.031;252.587;256.550;257.397;259.040;248.732;212.477;137.126;226.682;277.618;266.833;244.382
214;Canal;260.407;260.973;256.809;267.372;268.228;258.664;215.779;135.285;243.643;291.025;275.553;245.993
251;La Elipa;249.190;234.788;243.807;247.111;253.953;241.604;212.871;132.963;228.533;260.570;251.614;248.738
252;La Almudena;92.674;87.837;91.865;94.365;98.625;96.879;84.930;51.429;87.696;100.979;99.044;103.406
253;Alsacia;149.669;143.177;151.507;151.568;156.501;149.279;128.089;87.035;141.424;160.307;156.747;165.534
254;Avenida de Guadalajara;102.040;99.189;102.123;105.732;108.982;102.490;82.477;49.329;97.035;115.581;112.050;112.340
255;Las Rosas;107.863;102.101;104.766;112.137;109.217;103.549;84.945;50.570;97.696;115.010;112.907;115.903
301;Legazpi;596.537;582.072;602.533;617.857;647.171;611.949;538.003;407.511;595.834;668.819;642.875;619.552
302;Delicias;325.990;321.227;329.418;336.262;335.896;323.146;277.738;196.077;308.987;361.568;344.739;320.812
303;Palos de la Frontera;220.436;221.204;228.243;230.012;229.130;220.958;191.479;138.608;203.361;241.958;236.162;219.514
304;Embajadores;511.615;521.969;526.720;545.327;539.784;509.555;422.001;294.351;501.897;597.619;574.922;521.953
305;Lavapiés;311.402;310.799;319.273;326.884;322.058;311.496;270.322;211.467;288.727;352.872;326.277;311.038
307;Callao;656.495;585.512;642.486;615.735;601.813;598.975;572.461;530.087;726.312;844.145;864.708;1.002.201
308;Plaza de España;709.888;703.783;743.683;733.861;722.982;687.245;633.105;469.648;674.508;800.204;775.490;800.254
309;Ventura Rodríguez;139.043;145.098;145.500;151.453;150.247;141.367;113.672;77.691;136.420;170.396;158.051;132.345
310;Argüelles;769.663;765.805;749.114;777.558;746.573;706.513;605.915;391.886;708.595;849.647;814.094;723.992
311;Moncloa;1.631.021;1.704.609;1.709.843;1.776.222;1.676.679;1.628.865;1.414.210;991.260;1.681.493;1.965.723;1.840.149;1.620.175
351;Almendrales;189.363;181.360;189.219;193.154;195.929;194.191;174.945;132.341;180.819;209.664;202.532;198.880
352;Hospital 12 de Octubre;160.540;159.381;160.842;166.800;163.749;158.793;141.895;109.873;146.087;174.677;166.987;153.537
353;San Fermín-Orcasur;185.574;178.737;187.187;192.509;225.894;212.720;164.667;125.952;179.593;212.194;203.875;203.647
354;Ciudad de los Ángeles;232.997;223.132;231.897;237.016;241.535;233.853;202.273;154.497;221.611;252.429;246.496;247.862
355;Villaverde Bajo-Cruce;292.828;280.294;295.260;303.459;304.548;301.284;276.876;220.804;283.810;331.095;320.752;306.425
356;San Cristóbal;115.989;114.474;123.659;125.850;128.834;126.195;117.006;98.318;119.505;135.470;129.228;129.584
357;Villaverde Alto;234.191;222.493;227.362;232.799;235.388;227.965;206.375;162.866;217.155;256.725;243.061;230.328
404;Alonso Martínez;474.149;469.470;477.199;491.443;485.901;468.130;412.906;256.375;448.455;539.492;520.276;477.586
405;Colón;126.860;124.912;132.832;130.468;125.777;117.937;112.288;74.175;108.425;138.859;131.880;130.542
406;Serrano;242.398;219.355;222.343;227.288;218.909;212.611;200.410;134.386;196.791;232.283;225.467;227.496
407;Velázquez;177.927;173.238;173.099;179.080;174.482;171.618;156.512;105.437;164.390;195.159;187.115;168.588
409;Lista;138.408;138.822;139.186;143.768;141.755;134.947;111.534;73.199;126.078;152.976;144.892;127.360
410;Diego de León;532.304;534.767;544.340;562.402;556.785;534.381;448.148;306.425;488.501;596.672;570.113;500.513
411;Avenida de América;1.074.098;1.063.111;1.080.587;1.115.025;1.072.628;1.088.009;997.986;724.100;1.041.854;1.193.913;1.114.485;981.460
412;Prosperidad;185.634;179.376;181.917;184.162;183.489;176.926;152.693;106.873;159.974;190.822;184.005;173.254
413;Alfonso XIII;256.497;254.151;253.015;267.539;262.013;258.202;220.064;144.108;243.400;288.803;267.658;235.205
414;Avenida de La Paz;103.823;104.554;104.926;107.246;104.752;102.365;85.437;53.866;96.283;116.251;111.209;95.896
415;Arturo Soria;184.743;185.100;180.132;190.146;187.172;180.994;148.178;97.713;170.278;200.037;189.518;169.410
416;Esperanza;128.556;124.372;124.936;128.353;131.491;121.346;93.603;64.452;120.989;144.952;137.746;123.002
417;Canillas;217.193;216.990;214.791;217.100;216.374;207.698;175.093;120.046;190.904;228.868;217.630;218.968
418;Mar de Cristal;263.897;253.163;252.913;259.267;261.962;257.958;224.338;163.215;249.249;297.354;276.101;262.448
419;San Lorenzo;142.891;138.730;139.257;147.527;150.345;149.531;130.115;93.456;131.405;157.612;147.603;134.333
420;Parque de Santa María;101.285;98.959;100.538;102.558;103.792;101.162;86.554;64.528;94.933;112.504;107.404;106.882
421;Hortaleza;99.416;97.861;99.349;101.607;102.458;99.549;84.337;62.059;94.718;112.360;106.030;100.596
422;Manoteras;78.681;78.926;79.403;82.725;82.452;79.975;66.278;49.475;74.657;87.245;82.131;79.005
501;Canillejas;180.988;175.402;185.636;193.158;193.283;189.523;175.709;136.857;180.138;204.905;194.167;195.258
502;Torre Arias;142.332;125.907;130.444;136.912;138.199;130.271;111.839;81.487;119.830;143.048;136.431;130.297
503;Suanzes;186.870;187.451;196.525;208.448;203.497;194.610;174.984;123.355;180.335;217.005;206.359;178.438
504;Ciudad Lineal;279.411;275.292;284.087;297.702;301.197;290.293;262.614;199.752;272.977;321.413;309.337;290.104
505;Pueblo Nuevo;321.347;308.501;320.750;327.054;334.854;325.134;294.936;227.239;299.073;347.571;338.176;336.728
506;Quintana;215.948;212.338;218.261;222.301;228.733;217.332;189.571;150.033;208.618;240.070;229.628;223.495
507;El Carmen;281.355;276.273;288.584;296.359;302.066;288.582;262.144;200.502;271.751;320.183;308.746;291.647
510;Núñez de Balboa;317.728;305.283;311.247;328.138;327.117;318.481;266.805;145.467;284.283;347.232;329.048;294.390
511;Rubén Darío;201.518;199.695;201.685;212.879;212.600;205.843;175.635;106.665;181.688;226.426;210.954;183.814
513;Chueca;159.392;160.323;174.438;175.235;173.494;168.783;161.719;128.955;188.780;222.759;214.581;214.701
517;La Latina;262.499;261.579;286.568;288.581;294.605;261.355;232.199;203.309;256.739;309.345;299.495;310.402
518;Puerta de Toledo;161.060;164.177;165.016;174.695;174.779;158.993;134.578;99.728;152.704;185.655;178.822;163.401
519;Acacias;120.117;119.784;122.187;124.947;126.603;121.083;102.921;71.304;113.815;134.594;130.725;123.814
520;Pirámides;140.245;136.614;138.733;147.417;162.376;142.882;125.306;89.000;131.139;149.354;146.455;140.022
521;Marqués de Vadillo;274.197;267.414;283.426;302.891;393.172;299.697;269.979;200.246;277.866;321.868;311.934;307.169
522;Urgel;228.790;223.603;235.036;239.404;269.771;234.524;214.154;165.461;219.514;254.532;249.983;242.896
523;Oporto;524.691;511.459;534.553;550.714;556.861;537.303;481.937;379.497;520.623;595.458;571.541;548.299
524;Vista Alegre;179.639;177.581;191.108;195.985;194.413;203.063;178.011;142.153;191.494;212.308;211.765;206.206
525;Carabanchel;178.166;173.044;180.741;186.779;190.605;185.816;163.727;124.702;170.295;201.422;195.325;185.294
526;Eugenia de Montijo;113.565;111.276;114.151;119.715;122.802;117.847;97.276;71.805;109.139;128.998;125.608;123.927
527;Aluche;417.061;403.510;418.217;433.306;446.827;437.005;388.653;302.894;427.718;486.822;471.328;467.308
528;Empalme;107.267;103.177;104.363;108.755;111.344;106.081;90.481;64.836;101.575;121.826;115.593;112.584
529;Campamento;159.901;155.127;158.536;165.122;167.160;160.243;136.774;106.291;154.646;182.046;173.809;166.902
530;Casa de Campo;114.347;112.172;120.623;126.416;129.062;123.403;107.442;83.461;117.320;134.885;123.965;120.513
551;El Capricho;58.206;57.055;58.182;62.056;65.602;59.998;48.922;33.978;56.655;66.663;63.490;65.273
552;Alameda de Osuna;112.291;108.781;111.425;116.989;122.598;116.133;99.027;69.422;105.424;127.988;124.069;122.845
601;Laguna;173.882;174.171;186.301;184.672;189.384;176.530;152.039;120.397;183.741;210.701;196.617;178.803
602;Carpetana;266.679;261.192;268.809;274.117;283.992;271.200;250.618;200.986;266.985;302.706;288.999;274.939
604;Opañel;186.283;183.103;186.026;192.596;195.933;189.585;167.940;128.365;178.203;210.286;200.588;188.031
605;Plaza Elíptica;507.749;525.196;549.461;566.782;571.151;552.741;504.105;404.030;553.793;640.691;607.831;563.267
606;Usera;393.613;382.223;390.959;399.023;411.299;400.828;373.535;309.551;385.127;435.437;420.126;418.621
608;Arganzuela-Planetario;117.575;117.496;114.674;120.964;122.345;115.625;93.166;59.988;111.410;135.242;124.339;105.617
609;Méndez Álvaro;664.574;647.970;666.918;691.375;694.142;671.649;641.692;522.183;671.854;750.374;700.045;641.824
611;Conde de Casal;462.326;464.059;468.714;488.600;475.390;464.875;409.915;318.103;459.241;535.108;498.902;440.402
612;Sáinz de Baranda;272.490;271.509;270.726;281.031;277.374;267.116;217.260;229.434;254.106;304.462;286.639;256.019
613;O´Donnell;320.455;319.823;322.090;339.357;330.901;318.510;271.552;215.573;306.026;371.065;348.231;311.631
617;República Argentina;122.401;121.130;116.397;124.923;123.850;115.567;91.224;51.177;107.422;135.143;130.432;102.336
618;Nuevos Ministerios;1.525.998;1.501.220;1.472.337;1.545.062;1.500.833;1.451.511;1.299.489;925.804;1.488.726;1.767.264;1.622.039;1.451.894
620;Guzmán el Bueno;289.261;298.400;284.208;301.740;291.673;277.366;205.983;128.521;264.807;333.502;308.814;248.594
621;Vicente Aleixandre;156.093;188.055;171.510;189.688;170.844;126.367;96.636;42.513;197.754;241.508;219.318;148.717
622;Ciudad Universitaria;417.608;530.751;462.060;532.356;463.159;343.797;198.909;59.225;565.562;679.614;589.376;385.724
625;Príncipe Pío;1.403.360;1.368.203;1.395.741;1.430.578;1.429.446;1.389.015;1.257.093;935.548;1.355.027;1.542.587;1.454.291;1.434.971
626;Puerta del Ángel;281.443;267.762;269.232;275.200;273.402;258.423;226.218;167.395;257.646;298.372;286.605;260.872
627;Alto de Extremadura;183.010;184.780;184.852;189.407;191.255;181.885;158.606;118.329;174.415;211.507;201.531;186.343
628;Lucero;264.604;256.563;266.211;271.983;275.583;270.225;240.991;187.789;259.239;297.320;285.836;277.895
701;Las Musas;111.094;108.035;108.183;116.359;112.641;102.320;81.523;58.930;99.992;122.252;118.437;103.604
702;San Blas;104.129;103.401;105.080;111.365;112.317;103.473;87.774;73.610;103.168;121.073;114.563;103.514
703;Simancas;160.633;154.757;160.932;164.358;169.019;160.073;147.584;123.012;154.930;178.313;171.408;164.297
704;García Noblejas;211.552;207.145;207.965;220.420;220.872;207.660;179.446;137.353;197.885;243.007;232.637;198.619
705;Ascao;179.760;177.482;180.726;187.291;188.130;179.230;155.552;122.714;169.786;198.357;189.022;173.058
707;Barrio de la Concepción;208.986;208.927;207.724;219.400;218.161;208.566;172.595;120.219;195.760;238.967;226.085;199.057
708;Parque de las Avenidas;124.176;124.301;123.349;129.258;127.469;121.579;97.902;61.383;113.454;137.872;128.649;113.054
709;Cartagena;124.641;126.055;127.871;133.246;132.703;125.510;108.047;72.046;116.988;140.197;131.892;118.021
711;Gregorio Marañón;377.257;387.473;380.179;402.311;391.025;372.242;318.029;191.308;359.520;438.435;408.589;340.112
712;Alonso Cano;172.159;173.666;172.175;178.200;174.027;165.885;139.677;89.277;159.642;197.308;187.332;157.640
714;Islas Filipinas;351.071;367.640;354.326;372.749;350.733;326.774;256.846;153.654;335.081;427.171;394.874;320.280
716;Francos Rodríguez;227.442;229.581;219.398;228.266;230.576;213.033;174.636;120.271;218.761;273.082;254.984;218.394
717;Valdezarza;106.861;108.184;110.049;114.833;117.134;112.729;97.700;70.053;109.664;125.907;119.505;113.973
718;Antonio Machado;120.916;120.322;119.890;124.877;126.308;118.471;95.952;65.188;115.168;136.800;132.125;123.553
719;Peñagrande;184.545;182.510;187.866;191.452;195.558;188.015;165.649;120.687;177.234;210.924;200.458;190.909
720;Avenida de la Ilustración;114.368;114.695;114.354;119.624;123.071;115.947;96.013;66.474;108.201;134.676;125.482;109.661
721;Lacoma;98.299;99.234;97.859;103.050;102.134;98.249;79.943;53.065;92.876;110.759;105.758;98.129
722;Arroyofresno;0;0;0;0;0;0;0;0;0;0;0;0
723;Pitis;50.184;49.282;46.706;50.597;54.442;51.557;46.286;32.776;51.584;62.302;58.306;49.261
751;Estadio Metropolitano;97.561;90.050;88.949;111.853;88.447;79.092;105.336;85.133;90.756;85.556;101.621;76.817
754;Barrio del Puerto;66.671;63.524;65.140;67.063;68.140;29.241;0;0;30.169;68.358;68.119;58.985
755;Coslada Central;191.259;186.595;185.105;191.958;205.354;91.336;0;0;86.493;200.408;198.980;175.699
756;La Rambla;100.856;96.739;97.085;100.233;105.528;47.325;0;0;46.172;101.255;98.895;91.629
757;San Fernando;70.972;68.741;69.837;71.291;79.798;34.792;0;0;31.730;75.357;76.272;70.493
758;Jarama;40.268;39.751;38.875;41.064;47.894;18.683;0;0;19.770;43.639;43.867;37.412
759;Henares;36.261;35.657;34.886;36.614;38.781;17.626;0;0;17.549;40.439;40.334;35.070
760;Hospital del Henares;18.304;18.139;18.219;19.625;18.712;8.942;0;0;8.634;19.096;19.416;15.395
802;Colombia;375.180;379.707;369.365;391.271;381.077;368.719;306.215;192.900;354.662;422.470;399.427;354.948
803;Pinar del Rey;140.868;140.548;140.874;148.701;148.580;145.594;124.214;88.660;138.061;158.705;149.542;138.735
805;Feria de Madrid;258.373;228.842;212.078;215.485;176.289;160.394;195.304;90.825;195.901;264.371;223.383;211.804
806;Aeropuerto T1-T2-T3;221.732;218.834;240.404;252.028;254.606;237.477;245.057;225.959;248.853;260.523;245.627;228.590
807;Barajas;161.560;157.203;163.397;169.853;173.709;170.060;155.667;118.708;166.344;191.849;181.423;173.779
808;Aeropuerto T-4;130.747;129.378;144.553;148.963;153.177;152.376;163.596;142.701;149.291;152.908;144.558;146.153
901;Herrera Oria;145.654;145.702;146.648;153.080;154.466;148.247;115.162;68.707;131.581;161.739;150.725;141.446
902;Barrio del Pilar;292.141;278.572;281.483;282.244;284.586;276.424;246.448;176.502;257.492;314.650;291.012;296.884
903;Ventilla;103.377;103.153;106.301;107.612;105.926;103.329;88.785;64.315;98.896;118.839;112.124;103.163
905;Duque de Pastrana;51.357;52.998;52.063;55.386;55.952;54.118;38.227;19.983;54.856;63.753;59.048;48.678
906;Pío XII;134.198;133.187;131.962;139.449;138.796;135.666;109.528;70.094;127.573;152.783;144.302;127.186
908;Concha Espina;128.934;132.204;129.553;137.447;134.649;130.448;98.578;57.443;125.168;148.996;142.226;128.149
909;Cruz del Rayo;133.659;128.421;131.948;133.622;132.651;130.676;101.007;60.533;110.405;140.049;136.747;117.555
913;Ibiza;141.228;143.737;140.832;151.870;168.514;175.993;135.589;64.437;143.602;162.517;153.850;147.408
915;Estrella;176.399;169.728;168.009;172.973;174.595;164.829;133.692;70.875;155.104;186.732;180.133;175.553
916;Vinateros;171.001;169.714;169.869;177.413;177.699;163.188;129.842;47.225;153.625;191.905;182.953;170.037
917;Artilleros;209.927;203.771;205.943;212.861;214.508;207.104;173.458;62.578;187.987;229.913;220.063;209.472
918;Pavones;175.161;173.691;175.281;180.994;184.642;179.308;145.544;52.947;160.968;197.019;186.118;171.045
919;Valdebernardo;175.382;175.999;174.822;183.499;181.368;172.609;134.642;47.095;158.912;193.114;183.166;172.923
920;Vicálvaro;150.349;161.235;154.126;162.069;136.600;122.569;92.941;33.111;162.798;201.151;179.130;140.023
921;San Cipriano;64.927;64.256;66.676;67.083;67.711;66.011;55.703;34.820;59.895;71.379;68.820;65.958
922;Puerta de Arganda;235.994;235.564;231.487;241.296;239.177;229.742;180.539;15.925;215.507;270.566;256.758;221.043
951;Mirasierra;85.432;85.035;82.703;87.203;87.544;84.247;67.550;41.828;80.664;96.476;90.018;81.840
952;Paco de Lucía;72.954;71.902;69.792;75.512;74.311;74.303;57.038;32.920;75.505;88.700;81.850;72.192
1001;Fuencarral;122.132;119.394;120.911;126.362;129.906;123.743;110.948;84.670;118.441;136.516;130.727;124.590
1002;Begoña;290.578;307.117;311.126;321.016;312.514;304.238;271.658;196.012;288.285;348.625;329.475;284.199
1005;Cuzco;313.563;319.427;320.653;329.665;320.070;315.307;278.390;184.810;294.642;361.760;332.634;294.290
1006;Santiago Bernabéu;388.516;386.847;394.312;435.214;442.405;393.154;340.081;259.869;375.341;420.878;383.514;415.311
1013;Lago;64.451;77.789;86.764;71.653;77.826;89.262;87.510;64.460;81.071;110.275;77.698;73.524
1014;Batán;146.955;143.533;151.916;162.571;169.314;185.472;178.120;134.298;159.281;173.726;161.162;163.971
1016;Colonia Jardín;458.999;449.952;460.283;488.018;490.033;467.844;403.586;275.123;452.545;542.089;519.537;469.001
1018;Aviación Española;128.081;126.600;124.579;130.233;134.427;130.517;113.028;82.900;123.822;143.898;135.635;133.487
1019;Cuatro Vientos;175.299;174.920;177.179;187.639;192.563;185.041;159.475;120.247;194.868;240.353;217.682;190.390
1020;Joaquín Vilumbrales;112.927;112.970;112.403;118.324;120.707;115.212;92.648;61.635;114.977;142.190;140.619;138.991
1021;Puerta del Sur;211.644;206.183;208.841;216.603;219.538;212.563;184.933;145.990;238.145;262.654;243.931;231.433
1051;Tres Olivos;81.204;80.319;78.222;82.854;83.048;80.549;66.837;41.294;76.502;88.612;83.329;78.502
1052;Montecarmelo;90.886;88.012;85.634;91.628;92.005;91.581;75.184;44.523;87.498;100.871;94.054;84.608
1053;Las Tablas;160.883;165.400;158.969;167.553;170.662;165.722;138.285;89.148;154.836;180.467;171.166;151.721
1054;Ronda de la Comunicación;62.452;71.443;66.931;71.926;72.224;71.286;62.006;41.695;62.950;74.820;69.511;52.154
1055;La Granja;59.507;59.542;58.759;62.766;62.982;62.066;56.893;44.002;56.986;67.809;62.808;49.999
1056;La Moraleja;119.835;118.527;114.664;120.533;123.566;120.531;100.643;69.628;115.187;131.662;122.981;103.362
1057;Marqués de la Valdavia;114.147;110.414;113.967;116.151;122.751;113.563;100.917;83.368;109.126;123.938;119.077;109.258
1058;Manuel de Falla;65.957;64.689;64.924;67.409;69.800;66.845;56.497;45.879;65.390;75.396;70.904;64.032
1059;Baunatal;62.835;62.806;62.036;65.171;66.970;61.902;51.728;39.141;60.503;70.833;67.282;59.671
1060;Reyes Católicos;63.960;66.378;63.674;63.618;65.893;62.433;55.917;56.505;69.092;67.681;63.883;59.612
1061;Hospital Infanta Sofía;92.530;89.887;89.949;94.008;96.200;92.487;81.156;64.985;88.764;100.570;98.057;88.579
1102;Abrantes;70.892;69.607;72.815;73.507;75.289;70.217;63.075;51.189;67.796;77.971;74.647;71.987
1103;Pan Bendito;47.479;46.931;48.052;50.611;53.244;50.036;46.860;37.330;50.637;58.410;56.014;53.730
1104;San Francisco;85.803;82.784;86.388;89.031;89.611;85.928;78.625;62.341;84.780;97.159;92.725;90.215
1105;Carabanchel Alto;80.421;79.475;82.093;84.659;86.168;81.348;71.070;55.562;79.550;92.962;89.721;86.004
1106;La Peseta;79.313;77.415;79.571;82.488;84.415;81.233;69.133;49.490;75.484;87.166;82.672;78.654
1107;La Fortuna;47.808;45.371;49.427;48.491;50.671;49.041;46.938;39.790;52.232;58.194;56.359;58.802
1202;Parque de Lisboa;84.777;81.593;81.997;85.007;86.697;80.641;60.422;0;0;48.311;87.691;88.515
1203;Alcorcón Central;149.899;142.170;143.007;147.569;147.489;139.626;109.988;0;0;86.506;153.738;144.737
1204;Parque Oeste;79.694;75.142;75.234;77.544;73.260;71.585;57.441;0;0;48.168;85.696;80.981
1205;Universidad Rey Juan Carlos;114.821;125.906;116.415;118.196;100.476;90.015;56.570;0;0;77.000;128.509;93.374
1206;Móstoles Central;183.276;181.898;180.157;190.805;183.289;172.306;149.921;120.124;206.329;221.019;200.213;176.584
1207;Pradillo;131.962;124.700;126.420;132.279;132.414;123.466;103.801;59.040;85.444;116.984;131.823;128.241
1208;Hospital de Móstoles;118.798;113.516;112.562;121.781;122.608;112.426;92.132;59.107;94.518;117.936;121.886;109.103
1209;Manuela Malasaña;74.059;72.342;71.379;75.693;75.877;70.363;57.137;37.902;59.783;73.716;74.069;66.748
1210;Loranca;118.666;115.066;114.714;118.912;121.543;117.454;96.416;67.819;112.022;130.532;128.874;120.645
1212;Hospital de Fuenlabrada;114.310;130.460;116.396;130.742;95.075;76.351;48.571;32.416;132.269;168.409;151.888;95.331
1213;Parque Europa;89.867;85.642;84.789;90.667;90.286;83.152;68.460;46.464;76.891;95.176;93.579;83.070
1214;Fuenlabrada Central;197.909;199.095;195.865;207.225;192.750;182.073;154.027;119.733;215.048;241.341;223.056;186.943
1215;Parque de los Estados;104.036;101.785;101.977;107.445;108.639;103.321;89.636;64.447;95.959;111.483;110.420;99.564
1217;Arroyo Culebro;32.016;30.221;28.327;29.882;30.594;28.065;22.300;15.730;27.961;32.636;30.593;27.376
1218;Conservatorio;72.000;63.406;60.297;65.637;68.432;62.517;48.892;31.239;54.273;64.711;66.707;63.638
1219;Alonso de Mendoza;88.960;82.240;81.073;86.973;87.272;79.960;66.319;40.401;67.971;86.275;88.885;79.045
1220;Getafe Central;287.869;270.816;262.770;274.387;279.057;254.892;213.619;132.648;209.327;267.426;280.794;259.273
1221;Juan de la Cierva;174.549;165.181;160.989;167.472;165.961;152.469;132.522;102.703;166.344;180.026;173.820;159.213
1222;El Casar;136.557;132.918;129.848;134.902;140.279;125.155;97.284;0;0;75.930;132.407;118.707
1223;Los Espartales;62.033;59.217;55.483;60.305;58.616;54.391;39.212;0;0;33.398;56.405;55.351
1224;El Bercial;62.436;53.251;49.755;51.502;52.783;51.007;41.852;0;0;28.045;51.703;54.775
1225;El Carrascal;160.332;132.037;139.735;134.169;138.674;142.019;117.415;0;0;76.697;143.493;166.573
1226;Julián Besteiro;109.351;102.389;101.050;107.019;111.427;102.291;74.292;0;0;61.675;107.264;100.876
1227;Casa del Reloj;98.464;95.428;95.208;105.661;103.380;96.560;72.004;0;0;56.649;103.155;93.918
1228;Hospital Severo Ochoa;69.221;67.732;66.459;70.229;71.555;67.125;49.456;0;0;39.880;69.930;61.880
1229;Leganés Central;156.327;154.911;153.071;163.753;157.532;152.999;114.663;0;0;88.206;154.839;138.845
1230;San Nicasio;97.464;94.729;93.398;100.205;99.155;94.280;71.070;0;0;58.289;99.994;90.562